 # inv_tmp, energy, phys_var, phys_doublon, phys_num, step_i
0.0000000000000000  -0.0103237391165870 14.4311759889323916 0.0000000000000000 18.0000000000000000 0
0.0543407854337469  -0.8047679847843084 14.8595060423638721 0.0000000000000000 18.0000000000000000 1
0.1064706024613616  -1.5690557536913423 16.3539522289442232 0.0000000000000000 18.0000000000000000 2
0.1566583167914135  -2.2999136138354261 18.7766777837489371 0.0000000000000000 18.0000000000000000 3
0.2051541697236489  -2.9950641060638761 21.9841387815149645 0.0000000000000000 18.0000000000000000 4
0.2521867924261694  -3.6531471921853922 25.8336424335345853 0.0000000000000000 18.0000000000000000 5
0.2979620294297182  -4.2735879567181581 30.1887530817290717 0.0000000000000000 18.0000000000000000 6
0.3426631013734521  -4.8564562215354252 34.9232988792005656 0.0000000000000000 18.0000000000000000 7
0.3864515711271129  -5.4023417043819624 39.9240202801954283 0.0000000000000000 18.0000000000000000 8
0.4294687050398461  -5.9122506221494264 45.0920330350848175 0.0000000000000000 18.0000000000000000 9
0.4718369936783405  -6.3875199866891936 50.3433114498905709 0.0000000000000000 18.0000000000000000 10
0.5136617305516992  -6.8297431782018672 55.6083919719223019 0.0000000000000000 18.0000000000000000 11
0.5550326195511311  -7.2407018157048171 60.8314851633973603 0.0000000000000000 18.0000000000000000 12
0.5960254035411947  -7.6223017433903610 65.9691737764970298 0.0000000000000000 18.0000000000000000 13
0.6367035004765694  -7.9765133677483178 70.9888623934148910 0.0000000000000000 18.0000000000000000 14
0.6771196195373699  -8.3053179001030522 75.8671254244791271 0.0000000000000000 18.0000000000000000 15
0.7173173199579151  -8.6106612926583672 80.5880742090337350 0.0000000000000000 18.0000000000000000 16
0.7573324736493894  -8.8944171589035239 85.1418330961499521 0.0000000000000000 18.0000000000000000 17
0.7971945985788976  -9.1583591561892845 89.5231828216376044 0.0000000000000000 18.0000000000000000 18
0.8369280402135986  -9.4041424998757908 93.7304010414955968 0.0000000000000000 18.0000000000000000 19
0.8765529900489513  -9.6332936560585978 97.7643069629789068 0.0000000000000000 18.0000000000000000 20
0.9160863409988056  -9.8472068846780942 101.6275005230078534 0.0000000000000000 18.0000000000000000 21
0.9555423879501727  -10.0471461599821890 105.3237761824861849 0.0000000000000000 18.0000000000000000 22
0.9949333876610397  -10.2342510267346452 108.8576861113936616 0.0000000000000000 18.0000000000000000 23
1.0342699955566745  -10.4095450957803166 112.2342260509023930 0.0000000000000000 18.0000000000000000 24
1.0735615982979501  -10.5739460868115849 115.4586182162798877 0.0000000000000000 18.0000000000000000 25
1.1128165607817411  -10.7282765485360745 118.5361682106542389 0.0000000000000000 18.0000000000000000 26
1.1520424049865345  -10.8732746001924916 121.4721762700942236 0.0000000000000000 18.0000000000000000 27
1.1912459362108234  -11.0096042284330462 124.2718867099933533 0.0000000000000000 18.0000000000000000 28
1.2304333300856232  -11.1378648333298216 126.9404628444376613 0.0000000000000000 18.0000000000000000 29
1.2696101915039490  -11.2585998454576579 129.4829777060228366 0.0000000000000000 18.0000000000000000 30
1.3087815944537615  -11.3723043346102219 131.9044135100625681 0.0000000000000000 18.0000000000000000 31
1.3479521097639560  -11.4794316032542412 134.2096649599311036 0.0000000000000000 18.0000000000000000 32
1.3871258260301678  -11.5803988084384510 136.4035431978846589 0.0000000000000000 18.0000000000000000 33
1.4263063675024332  -11.6755916886727338 138.4907785109212739 0.0000000000000000 18.0000000000000000 34
1.4654969114924010  -11.7653684910976111 140.4760208588137687 0.0000000000000000 18.0000000000000000 35
1.5047002068812196  -11.8500632024460444 142.3638379598714039 0.0000000000000000 18.0000000000000000 36
1.5439185945583211  -11.9299881877319187 144.1587111062304984 0.0000000000000000 18.0000000000000000 37
1.5831540300681677  -12.0054363356720195 145.8650291370317404 0.0000000000000000 18.0000000000000000 38
1.6224081083564463  -12.0766828014787215 147.4870811207135262 0.0000000000000000 18.0000000000000000 39
1.6616820902586724  -12.1439864273595681 149.0290483258768006 0.0000000000000000 18.0000000000000000 40
1.7009769302337605  -12.2075909099666369 150.4949960255040082 0.0000000000000000 18.0000000000000000 41
1.7402933047868088  -12.2677257729784017 151.8888656067640284 0.0000000000000000 18.0000000000000000 42
1.7796316410261144  -12.3246071925386929 153.2144673670536577 0.0000000000000000 18.0000000000000000 43
1.8189921448404835  -12.3784387137730985 154.4754742799311202 0.0000000000000000 18.0000000000000000 44
1.8583748282485097  -12.4294118882484206 155.6754169213931220 0.0000000000000000 18.0000000000000000 45
1.8977795355500351  -12.4777068550987167 156.8176796632747596 0.0000000000000000 18.0000000000000000 46
1.9372059679922633  -12.5234928825985357 157.9054981694942228 0.0000000000000000 18.0000000000000000 47
1.9766537067430829  -12.5669288821350804 158.9419581735164115 0.0000000000000000 18.0000000000000000 48
2.0161222340375398  -12.6081639027126862 159.9299954716218224 0.0000000000000000 18.0000000000000000 49
2.0556109524281334  -12.6473376111748017 160.8723970351935577 0.0000000000000000 18.0000000000000000 50
2.0951192021242608  -12.6845807611238826 161.7718031247588897 0.0000000000000000 18.0000000000000000 51
2.1346462764505967  -12.7200156519266407 162.6307102772074415 0.0000000000000000 18.0000000000000000 52
2.1741914354890928  -12.7537565780884883 163.4514750335835345 0.0000000000000000 18.0000000000000000 53
2.2137539179951662  -12.7859102685666386 164.2363182765469674 0.0000000000000000 18.0000000000000000 54
2.2533329516969318  -12.8165763151697565 164.9873300524020863 0.0000000000000000 18.0000000000000000 55
2.2929277620978059  -12.8458475889928962 165.7064747613402460 0.0000000000000000 18.0000000000000000 56
2.3325375799090495  -12.8738106437904030 166.3955966100299122 0.0000000000000000 18.0000000000000000 57
2.3721616472404112  -12.9005461052561081 167.0564252322059815 0.0000000000000000 18.0000000000000000 58
2.4117992226754499  -12.9261290453110718 167.6905813946855233 0.0000000000000000 18.0000000000000000 59
2.4514495853537839  -12.9506293406731707 168.2995827178458512 0.0000000000000000 18.0000000000000000 60
2.4911120381764871  -12.9741120151725227 168.8848493506779391 0.0000000000000000 18.0000000000000000 61
2.5307859102434866  -12.9966375654707100 169.4477095508341904 0.0000000000000000 18.0000000000000000 62
2.5704705586237888  -13.0182622700255628 169.9894051295055988 0.0000000000000000 18.0000000000000000 63
2.6101653695509324  -13.0390384813134830 170.5110967293844624 0.0000000000000000 18.0000000000000000 64
2.6498697591275322  -13.0590149014728993 171.0138689114514534 0.0000000000000000 18.0000000000000000 65
2.6895831736145630  -13.0782368416603418 171.4987350327826618 0.0000000000000000 18.0000000000000000 66
2.7293050893729127  -13.0967464655217221 171.9666419031847795 0.0000000000000000 18.0000000000000000 67
2.7690350125172367  -13.1145830172681563 172.4184742131793371 0.0000000000000000 18.0000000000000000 68
2.8087724783350887  -13.1317830349149762 172.8550587298306027 0.0000000000000000 18.0000000000000000 69
2.8485170505176960  -13.1483805492953234 173.2771682601868406 0.0000000000000000 18.0000000000000000 70
2.8882683202428865  -13.1644072694944878 173.6855253847579377 0.0000000000000000 18.0000000000000000 71
2.9280259051451454  -13.1798927553756613 174.0808059655868760 0.0000000000000000 18.0000000000000000 72
2.9677894482029670  -13.1948645778779152 174.4636424351318738 0.0000000000000000 18.0000000000000000 73
3.0075586165692578  -13.2093484677697113 174.8346268734385376 0.0000000000000000 18.0000000000000000 74
3.0473331003666426  -13.2233684535348708 175.1943138820147396 0.0000000000000000 18.0000000000000000 75
3.0871126114660745  -13.2369469890555678 175.5432232634674676 0.0000000000000000 18.0000000000000000 76
3.1268968822641137  -13.2501050717387745 175.8818425163643155 0.0000000000000000 18.0000000000000000 77
3.1666856644715491  -13.2628623517115063 176.2106291550031756 0.0000000000000000 18.0000000000000000 78
3.2064787279237077  -13.2752372326854022 176.5300128638259594 0.0000000000000000 18.0000000000000000 79
3.2462758594207402  -13.2872469650654192 176.8403974961576921 0.0000000000000000 18.0000000000000000 80
3.2860768616044758  -13.2989077318480913 177.1421629267582603 0.0000000000000000 18.0000000000000000 81
3.3258815518768161  -13.3102347278283979 177.4356667674517496 0.0000000000000000 18.0000000000000000 82
3.3656897613634684  -13.3212422326031739 177.7212459547749859 0.0000000000000000 18.0000000000000000 83
3.4055013339255513  -13.3319436778328715 177.9992182182514853 0.0000000000000000 18.0000000000000000 84
3.4453161252208471  -13.3423517091926911 178.2698834374999706 0.0000000000000000 18.0000000000000000 85
3.4851340018155117  -13.3524782434190517 178.5335248960099648 0.0000000000000000 18.0000000000000000 86
3.5249548403464868  -13.3623345208293784 178.7904104389912732 0.0000000000000000 18.0000000000000000 87
3.5647785267343197  -13.3719311536677559 179.0407935422986725 0.0000000000000000 18.0000000000000000 88
3.6046049554455601  -13.3812781706054373 179.2849142990235976 0.0000000000000000 18.0000000000000000 89
3.6444340288036376  -13.3903850577009305 179.5230003299427040 0.0000000000000000 18.0000000000000000 90
3.6842656563467813  -13.3992607961029329 179.7552676236115872 0.0000000000000000 18.0000000000000000 91
3.7240997542313048  -13.4079138967585507 179.9819213115267189 0.0000000000000000 18.0000000000000000 92
3.7639362446784514  -13.4163524323695800 180.2031563833989196 0.0000000000000000 18.0000000000000000 93
3.8037750554628560  -13.4245840668208309 180.4191583472394882 0.0000000000000000 18.0000000000000000 94
3.8436161194405880  -13.4326160822879466 180.6301038386222331 0.0000000000000000 18.0000000000000000 95
3.8834593741146612  -13.4404554042158715 180.8361611831817868 0.0000000000000000 18.0000000000000000 96
3.9233047612359724  -13.4481086243434032 181.0374909160861137 0.0000000000000000 18.0000000000000000 97
3.9631522264375203  -13.4555820219362356 181.2342462619657226 0.0000000000000000 18.0000000000000000 98
4.0030017188998652  -13.4628815833773494 181.4265735785040192 0.0000000000000000 18.0000000000000000 99
4.0428531910457419  -13.4700130202519439 181.6146127666478378 0.0000000000000000 18.0000000000000000 100
4.0827065982619191  -13.4769817860521677 181.7984976501671213 0.0000000000000000 18.0000000000000000 101
4.1225618986463282  -13.4837930916173292 181.9783563270780178 0.0000000000000000 18.0000000000000000 102
4.1624190527786018  -13.4904519194158894 182.1543114952464748 0.0000000000000000 18.0000000000000000 103
4.2022780235123296  -13.4969630367650737 182.3264807542857966 0.0000000000000000 18.0000000000000000 104
4.2421387757872226  -13.5033310080785505 182.4949768857198364 0.0000000000000000 18.0000000000000000 105
4.2820012764596935  -13.5095602062218507 182.6599081131840592 0.0000000000000000 18.0000000000000000 106
4.3218654941502210  -13.5156548230516709 182.8213783443283091 0.0000000000000000 18.0000000000000000 107
4.3617313991061657  -13.5216188792056542 182.9794873959090751 0.0000000000000000 18.0000000000000000 108
4.4015989630785741  -13.5274562332062338 183.1343312034708504 0.0000000000000000 18.0000000000000000 109
4.4414681592118201  -13.5331705899341728 183.2860020168606923 0.0000000000000000 18.0000000000000000 110
4.4813389619447905  -13.5387655085250422 183.4345885827503082 0.0000000000000000 18.0000000000000000 111
4.5212113469225867  -13.5442444097350396 183.5801763152080923 0.0000000000000000 18.0000000000000000 112
4.5610852909176529  -13.5496105828204421 183.7228474552994157 0.0000000000000000 18.0000000000000000 113
4.6009607717594525  -13.5548671919692403 183.8626812205862677 0.0000000000000000 18.0000000000000000 114
4.6408377682717212  -13.5600172823221801 183.9997539453460149 0.0000000000000000 18.0000000000000000 115
4.6807162602165704  -13.5650637856150915 184.1341392122337197 0.0000000000000000 18.0000000000000000 116
4.7205962282446352  -13.5700095254733224 184.2659079760676093 0.0000000000000000 18.0000000000000000 117
4.7604776538506117  -13.5748572223853365 184.3951286803488188 0.0000000000000000 18.0000000000000000 118
4.8003605193335339  -13.5796094983805755 184.5218673670734404 0.0000000000000000 18.0000000000000000 119
4.8402448077612545  -13.5842688814342374 184.6461877803527614 0.0000000000000000 18.0000000000000000 120
4.8801305029385729  -13.5888378096199673 184.7681514642996774 0.0000000000000000 18.0000000000000000 121
4.9200175893785678  -13.5933186350292843 184.8878178556141734 0.0000000000000000 18.0000000000000000 122
4.9599060522766703  -13.5977136274753292 185.0052443712531840 0.0000000000000000 18.0000000000000000 123
4.9997958774871618  -13.6020249779960736 185.1204864915328017 0.0000000000000000 18.0000000000000000 124
5.0396870515016881  -13.6062548021720637 185.2335978389938305 0.0000000000000000 18.0000000000000000 125
5.0795795614294859  -13.6104051432718620 185.3446302533272672 0.0000000000000000 18.0000000000000000 126
5.1194733949791171  -13.6144779752363796 185.4536338626134295 0.0000000000000000 18.0000000000000000 127
5.1593685404413581  -13.6184752055142884 185.5606571511433742 0.0000000000000000 18.0000000000000000 128
5.1992649866731702  -13.6223986777572019 185.6657470240238013 0.0000000000000000 18.0000000000000000 129
5.2391627230823747  -13.6262501743853619 185.7689488687949506 0.0000000000000000 18.0000000000000000 130
5.2790617396130779  -13.6300314190307148 185.8703066142294915 0.0000000000000000 18.0000000000000000 131
5.3189620267315298  -13.6337440788661510 185.9698627864957530 0.0000000000000000 18.0000000000000000 132
5.3588635754124230  -13.6373897668272743 186.0676585628405348 0.0000000000000000 18.0000000000000000 133
