 # inv_temp, global_norm, global_1st_norm, step_i 
0.0000000000000000 295.7728905506771753 295.7728905506771753 0
0.0543407854337469 2.0116746334535907 295.7728905506771753 1
0.1064706024613616 2.0554075028865517 295.7728905506771753 2
0.1566583167914135 2.0974160811761440 295.7728905506771753 3
0.2051541697236489 2.1375323678004872 295.7728905506771753 4
0.2521867924261694 2.1756429122301730 295.7728905506771753 5
0.2979620294297182 2.2116835106889363 295.7728905506771753 6
0.3426631013734521 2.2456316208221989 295.7728905506771753 7
0.3864515711271129 2.2774987273713774 295.7728905506771753 8
0.4294687050398461 2.3073237015137180 295.7728905506771753 9
0.4718369936783405 2.3351673201411218 295.7728905506771753 10
0.5136617305516992 2.3611076800573207 295.7728905506771753 11
0.5550326195511311 2.3852361614076276 295.7728905506771753 12
0.5960254035411947 2.4076537012935004 295.7728905506771753 13
0.6367035004765694 2.4284672929448936 295.7728905506771753 14
0.6771196195373699 2.4477867458801352 295.7728905506771753 15
0.7173173199579151 2.4657217999082737 295.7728905506771753 16
0.7573324736493894 2.4823796871871480 295.7728905506771753 17
0.7971945985788976 2.4978632032008785 295.7728905506771753 18
0.8369280402135986 2.5122693015314845 295.7728905506771753 19
0.8765529900489513 2.5256881845659458 295.7728905506771753 20
0.9160863409988056 2.5382028310846079 295.7728905506771753 21
0.9555423879501727 2.5498888841802785 295.7728905506771753 22
0.9949333876610397 2.5608148175809173 295.7728905506771753 23
1.0342699955566745 2.5710423019916502 295.7728905506771753 24
1.0735615982979501 2.5806267021331477 295.7728905506771753 25
1.1128165607817411 2.5896176468729970 295.7728905506771753 26
1.1520424049865345 2.5980596271546137 295.7728905506771753 27
1.1912459362108234 2.6059925880127963 295.7728905506771753 28
1.2304333300856232 2.6134524911168002 295.7728905506771753 29
1.2696101915039490 2.6204718327168308 295.7728905506771753 30
1.3087815944537615 2.6270801085708602 295.7728905506771753 31
1.3479521097639560 2.6333042225313097 295.7728905506771753 32
1.3871258260301678 2.6391688391822550 295.7728905506771753 33
1.4263063675024332 2.6446966834681991 295.7728905506771753 34
1.4654969114924010 2.6499087918705033 295.7728905506771753 35
1.5047002068812196 2.6548247205735906 295.7728905506771753 36
1.5439185945583211 2.6594627164007933 295.7728905506771753 37
1.5831540300681677 2.6638398562414367 295.7728905506771753 38
1.6224081083564463 2.6679721603632807 295.7728905506771753 39
1.6616820902586724 2.6718746845077748 295.7728905506771753 40
1.7009769302337605 2.6755615950788729 295.7728905506771753 41
1.7402933047868088 2.6790462311177778 295.7728905506771753 42
1.7796316410261144 2.6823411561482433 295.7728905506771753 43
1.8189921448404835 2.6854582024083373 295.7728905506771753 44
1.8583748282485097 2.6884085094719516 295.7728905506771753 45
